publication_version_id,publication_id,doi,title,abstract,Tags,Authors,,
517,1506,10.4231/R7G44N6F,Brock Grain Debrief - 2013 Engineering Technology Summit,"An interview with Darren Zink, Strategic Accounts Manager, from Brock Grain Systems.","agriculture, education, engineering education, engineering technology, engineering technology pathways, engineering technology summit 2013, entrepreneurship, national science foundation, nsf grant: 105582, technology leadership and innovation",Chad Laux,,
519,1508,10.4231/R76Q1V5Q,Indiana Kitchen Debrief - 2013 Engineering Technology Summit,"An interview with Andrew Fife, Process Engineer, from Indiana Kitchen.","agriculture, engineering technology, engineering technology pathways, engineering technology summit 2013, entrepreneurship, industrial engineering, learning community, national science foundation, nsf grant: 105582, technology leadership and innovation",Chad Laux,,
520,1509,10.4231/D3Z60C23S,The Bioeconomy and Indiana: An Engineering Technology Pathway for Food Security,"This video session by Chad Laux, Assistant Professor in the Technology Leadership and Innovation Department, describes the Indiana Bioeconomy at the  Purdue and Ivy Tech 2013 Engineering Technology Summit.","advanced technical education, agriculture, bioeconomy, consumer science, engineering education, engineering technology, engineering technology pathways, engineering technology summit 2013, food security, national science foundation, nsf grant: 105582, nutrition, technology leadership and innovation",Chad Laux,,
521,1510,10.4231/D3TD9N79G,Professional Development for Student Success - A Roundtable Discussion,"Craig Miller, Professor of Computer Graphics Technology at Purdue University provides a professional development workshop for Associate Degree students at the 2013 Engineering Technology Summit.","agriculture, engineering education, engineering technology, engineering technology pathways, engineering technology summit 2013, national science foundation, nsf grant: 105582, student success, technology leadership and innovation","Chad Laux, Craig Miller",,
522,1511,10.4231/D3JW86N22,Engineering Technology Pathways - An Industry Roundtable Talk  - Part 2,This video session concludes an Industry roundtable discussion with students concerning technical education and the career from the 2013 Engineering Technology Summit.,"agriculture, engineering education, engineering technology, engineering technology pathways, engineering technology summit 2013, entrepreneurship, national science foundation, nsf grant: 105582, technology leadership and innovation","Chad Laux, Vearl Turnpaugh, Duane Dunlap, Steven K. Bardonner",,
523,1512,10.4231/D3PN8XF6T,Engineering Technology Pathways - An Industry Roundtable Talk  - Part 1,This video session is an Industry roundtable discussion with students concerning technical education and the career from the 2013 Engineering Technology Summit.,"agriculture, engineering education, engineering technology, engineering technology pathways, engineering technology summit 2013, entrepreneurship, national science foundation, nsf grant: 105582, technology leadership and innovation","Chad Laux, Vearl Turnpaugh, Steven K. Bardonner, Duane Dunlap",,
524,1513,10.4231/D32Z12P8F,Virtual Learning Communities and ET Pathways: A Synopsis,"This video session describes a virtual learning community with Dawn Laux, Michele Summers and Chad Laux at the Purdue and Ivy Tech 2013 Engineering Technology Summit.","agriculture, engineering education, engineering technology, engineering technology pathways, engineering technology summit 2013, entrepreneurship, national science foundation, nsf grant: 105582, technology leadership and innovation, virtual learning community","Chad Laux, Dawn D. Laux, Michele Summers",,
525,1514,10.4231/D3W66984S,N-1 Span Damage - Supplementary Materials for the Report: Effects of Realistic Heat Straightening Repair on the Properties and Serviceability of Damaged Steel Beam Bridges,Supplementary Materials for the Report: Effects of Realistic Heat Straightening Repair on the Properties and Serviceability of Damaged Steel Bridges,"civil engineering, damaged steel beam bridge, heat straightening repair, joint transportation research program, jtrp, multiple heat straightening, overheating, overstraining, spr-3105","Amit H. Varma, Young Moo Sohn, Courtney E Matthews",,
526,1515,10.4231/D38G8FH7Z,N-2 Span Damage  - Supplementary Materials for the Report: Effects of Realistic Heat Straightening Repair on the Properties and Serviceability of Damaged Steel Beam Bridges,Supplementary Materials for the Report: Effects of Realistic Heat Straightening Repair on the Properties and Serviceability of Damaged Steel Bridges,"civil engineering, damaged steel beam bridge, heat straightening repair, joint transportation research program, jtrp, multiple heat straightening, overheating, overstraining, spr-3105","Amit H. Varma, Young Moo Sohn",,
527,1516,10.4231/D3RJ48V2G,S-1 Span Damage - Supplementary Materials for the Report: Effects of Realistic Heat Straightening Repair on the Properties and Serviceability of Damaged Steel Beam Bridges,Supplementary Materials for the Report: Effects of Realistic Heat Straightening Repair on the Properties and Serviceability of Damaged Steel Bridges,"civil engineering, damaged steel beam bridge, heat straightening repair, joint transportation research program, jtrp, multiple heat straightening, overheating, overstraining, spr-3105","Amit H. Varma, Young Moo Sohn",,
528,1517,10.4231/D34Q7QQ3T,S-2 Span Damage - Supplementary Materials for the Report: Effects of Realistic Heat Straightening Repair on the Properties and Serviceability of Damaged Steel Beam Bridges,Supplementary Materials for the Report: Effects of Realistic Heat Straightening Repair on the Properties and Serviceability of Damaged Steel Bridges,"civil engineering, damaged steel beam bridge, heat straightening repair, joint transportation research program, jtrp, multiple heat straightening, overheating, overstraining, spr-3105","Amit H. Varma, Young Moo Sohn",,
543,1532,10.4231/D3F76670G,Soft Drink Delivery,VIdeo of Soft Drink Delivery,"ergonomics, health sciences, human factors, nutrition, video exposure monitoring",James D. McGlothlin,,
571,1560,10.4231/R7ZG6Q6T,SOPQ: Symbolic OPQ,This includes symbolic versions of some of the more important OPQ routines.,"airy weight function, bose-einstein distribution, chebyshev-type quadratures, classical weight functions, computer science, fermi dirac weight function, freud weight function, gauss-type quadrature rules, hermite weight function, jacobi weight functions, k-bessel weight function, laguerre weight functions, mathematics, matlab, opq routine, orthogonal polynomials, perl script, quadrature, software source code, walter gautschi archives, walter gautschi selected works","Walter Gautschi, Stanislav Pejša",,
1196,1560,10.4231/R7MW2F3P,SOPQ: Symbolic OPQ,This includes symbolic versions of some of the more important OPQ routines.,"airy weight function, bose-einstein distribution, chebyshev-type quadratures, classical weight functions, computer science, fermi dirac weight function, freud weight function, gauss-type quadrature rules, hermite weight function, jacobi weight functions, k-bessel weight function, laguerre weight functions, mathematics, matlab, opq routine, orthogonal polynomials, perl script, quadrature, software source code, walter gautschi archives, walter gautschi selected works","Walter Gautschi, Stanislav Pejša",,
572,1561,10.4231/R7B8562S,MCD: Matlab programs for computing the Macdonald function for complex orders,A collection of FORTRAN and Matlab codes and their outputs to compute the Macdonald function for complex orders by numerical quadrature.,"complex order, computer science, fortran, gauss quadrature approximation, macdonald function, mathematics, matlab software, modified bessel function, quadrature and cubature formulas, software source code, walter gautschi archives",Walter Gautschi,,
573,1562,10.4231/R7NK3BZ7,OWF: Matlab programs for computing orthogonal polynomials with respect to densely oscillating and exponentially decaying weight functions,Software (in Matlab) is developed for computing variable-precision recurrence coefficients for orthogonal polynomials with respect to densely oscillating and exponentially decaying weight functions,"computer science, densely oscillating weight functions, exponentially decaying weight functions, gaussian quadrature, mathematics, matlab, orthogonal polynomials, walter gautschi archives",Walter Gautschi,,
574,1563,10.4231/R7QJ7F7V,CHA: Matlab programs for computing a challenging integral,Matlab and FORTRAN codes to evaluate a densely and wildly oscillatory integral that had been proposed as a computational problem in the SIAM 100-Digit Challenge.,"computer science, fortran, gauss quadrature approximation, jacobi weight functions, mathematics, matlab, numerical evaluation, orthogonal polynomials, oscillatory integrals, software source code, walter gautschi archives",Walter Gautschi,,
580,1569,10.4231/R7V985Z5,BIJ: Matlab programs for testing and extending Bernstein's Inequality for Jacobi polynomials,Bernstein’s inequality for Jacobi polynomials is analyzed here analytically and computationally with regard to validity and sharpness,"bernstein’s inequality, computer science, erdelyi–magnus–nevai conjecture, jacobi polynomials, mathematics, matlab, orthogonal polynomials, sharpness, software source code, walter gautschi archives",Walter Gautschi,,
581,1570,10.4231/R7KS6PH4,CIZJP: Matlab programs for conjectured inequalities for zeros of Jacobi polynomials,"Inequalities for the largest zero of Jacobi polynomials are here extended to all zeros of Jacobi polynomials, and new relevant conjectures are formulated.","computer science, gauss quadrature approximation, inequalities, jacobi polynomials, mathematics, matlab, orthogonal polynomials, walter gautschi archives, zeros",Walter Gautschi,,
582,1571,10.4231/R72R3PMB,GQLOG: Matlab routines for computing Gauss Quadrature rules with logarithmic weight functions,Matlab routines for computing Gauss Quadrature rules with logarithmic weight functions,"computer science, gaussian quadrature, jacobi weight functions, logarithmic weight functions, mathematics, matlab, modified chebyshev algorithm, orthogonal polynomials, software source code, variable-precision arithmetic, walter gautschi archives",Walter Gautschi,,
583,1572,10.4231/R7Z31WJP,LAMBERTW: Matlab programs for evaluating the Lambert W-functions and some of their integrals,Matlab programs for evaluating the Lambert W-functions and some of their integrals,"computation of special functions, computer science, guassian quadrature, integrals of lambert w-functions, lambert w-functions·, mathematics, matlab, nonstandard gaussian quadrature, numerical approximation, numerical integrations, orthogonal polynomials, software source code, variable-precision computation, walter gautschi archives",Walter Gautschi,,
584,1573,10.4231/R7TB14TB,OCVdM: Optimally conditioned Vandermonde matrices,Matlab routines for computing optimally conditioned Vandermonde matrices,"computer science, condition numbers, guassian quadrature, logarithmic weight functions, mathematics, matlab, orthogonal polynomials, singular value decomposition, software source code, vandermonde matrices, walter gautschi archives",Walter Gautschi,,
585,1574,10.4231/R7G15XSQ,HOGGRL: High-order generalized Gauss-Radau and Gauss-Lobatto Formulae for Jacobi and Laguerre weight functions,Matlab source codes and files that compute the high-order Gauss-Radau and Gauss-Lobatto formulae for Jacobi and Laguerre weight functions,"computer science, high-order generalized gauss–radau and gauss–lobatto quadrature formulae, jacobi weight functions, laguerre weight functions, mathematics, matlab, orthogonal polynomials, software source code, walter gautschi archives",Walter Gautschi,,
586,1575,10.4231/R7PK0D31,NUMINT: Numerical Integration over the square,Matlab routines for computing numerical integration over the square,"aerodynamical drag coefficient, computer science, gaussian quadrature, gauss quadrature approximation, mathematics, matlab, numerical integration over the square, orthogonal polynomials, quadrature and cubature formulas, software source code, walter gautschi archives, walter gautschi selected works",Walter Gautschi,,
